Year,Nigeria,Adamawa,Akwa Ibom,Anambra,Benue,Borno,Cross River,Delta,Edo,Abuja,Imo,Jigawa,Kaduna,Kano,Katsina,Kebbi,Kogi,Kwara,Lagos,Niger,Ogun,Osun,Oyo,Taraba,Yobe,Abia,Bauchi,Bayelsa,Ebonyi,Ekiti,Enugu,Gombe,Nassarawa,Ondo,Plateau,Rivers,Sokoto,Zamfara
1960,1300.99,1227.69,3099.64,2082.29,1643.71,735.64,2767.67,2503.18,1931.93,1273.26,2467.88,735.82,1226.11,893.77,916.34,980.62,1426.08,1347.01,1668.61,1227.53,1492.08,1517.13,1363.2,1458.35,697.4,2597.8,1007.9,2811.1,2260.86,1553.47,1928.05,1033.24,1230.03,1761.16,1194.98,2790.82,759.34,1054.5
1961,1137.34,999.66,2601.27,1876.38,1368.76,751.15,2332.69,2313.2,1746.31,976.51,2225.37,861.53,970.41,894.13,887.26,866.1,1170.06,1018.42,1617.97,985.25,1410.88,1296.04,1069.41,1242.31,751.3,2286.22,935.02,2561.48,1924.53,1265.83,1685.23,903.06,964.78,1617.45,936.33,2474.56,776.37,928.83
1962,1356.02,1149.42,2991.99,2152.09,1723.81,668.57,2745.77,2616.74,2039.65,1306.42,2500.72,807.71,1386.57,1002.61,923.68,1033.22,1469.55,1406.16,2009.34,1347.42,1784.94,1631.92,1485.72,1527.47,647.85,2597.44,1113.9,2853.09,2269.2,1609.11,1968.71,1017.88,1294.52,1914.93,1301.83,2759.07,774.63,1087.42
1963,1354.27,1237,2437.45,2116.4,1687.66,630.97,2448.01,2721.33,2256.57,1374.57,2343.32,747.03,1273.02,936.78,900.57,1002.41,1573.61,1522.24,2230.51,1323.36,1987.69,1874.75,1728.83,1490.83,629.89,2341.71,1046.91,2805.77,2126.54,1813.47,1876.86,1068.08,1367.36,2179.07,1327.37,2515.24,741.07,1058.53
1964,1240.62,1033.58,2865.53,1902.44,1623.09,668.1,2624.78,2153.42,1694.24,1236.1,2197.13,823.54,1224.43,966.86,948.83,1088.63,1315.77,1113.83,1539.28,1183.96,1310.82,1290.85,1046.63,1489.83,781.44,2336.44,1048.81,2419.79,2115.42,1332.19,1799.83,961.67,1228.45,1538.48,1198.2,2480.17,844.4,1067.39
1965,1201,1024.46,3035.48,1978.68,1492.42,606.17,2615.66,2521.41,1928.57,1096.25,2385.39,684.39,1097.85,891.33,867.46,933.47,1282.08,1133.72,2116.18,1056,1758.8,1606.08,1271.64,1293.63,568.27,2519.22,893.4,2742.11,2083.8,1476.59,1768.99,835.3,1077.18,1879.39,1017.36,2736.55,849.74,1020.94
1966,1253.21,1002.51,2896.07,2035.87,1700.82,640.25,2621.58,2469.51,1934.49,1296.29,2346.82,702.39,1272.69,942.5,893.63,941.98,1409.59,1173.99,1615.9,1167.94,1426.77,1401.87,1169.01,1468.9,626.53,2452.57,985.81,2726.94,2181,1476.54,1891.22,891.95,1303.87,1729.12,1249.61,2662.4,775.91,1046.74
1967,1172.17,1052.03,2650.58,1864.19,1513.13,691.59,2511,2251.25,1714.74,1140.16,2199.07,723.08,1126.34,855.76,842.21,925.17,1242.12,1123.61,1475.65,1083.37,1288.75,1241.7,1114.5,1337.79,658.66,2304.11,952.14,2511.39,2016.81,1279.9,1702.69,975.37,1131.2,1535.92,1105.79,2445.03,746.56,945.23
1968,1315.49,1124.76,2755.35,1946.22,1606.89,653.18,2559.17,2731.78,2212.89,1319.15,2251.13,590.31,1188.06,798.31,721.11,946.96,1513.44,1505.61,2739.07,1283.19,2308.93,2172.86,1757.55,1431.95,630.03,2357.98,969.41,2721.22,2023.48,1877.43,1742.04,1009.95,1294.43,2374.75,1256.83,2531.92,648.88,862.97
1969,1292.78,1152.43,3202.62,2151.32,1753.53,546.17,2896.91,2595.89,2013.32,1351.73,2564.69,661.1,1302.47,855.01,839.35,1031.32,1465.78,1230.16,1700.35,1249.07,1455.27,1496.35,1183.25,1526.29,505.86,2716.06,990.11,2875.34,2290.1,1557.2,1967.25,964.17,1346.61,1817.38,1301.15,2908,795.02,1045.7
1970,1143.67,959.83,2538.48,1939,1520.54,625.34,2358.53,2354.79,1832.23,1144.76,2229.04,623.44,1074.99,778.54,797.03,870.29,1323.03,1069.76,1702.51,1051.54,1494.03,1393.8,1132.08,1299.1,589.8,2267.66,845.09,2549.28,1978.85,1422.31,1774.14,830.73,1141.63,1700,1052.56,2427.74,690.99,917.57
1971,1128.71,944.22,2738.54,1936.6,1567.2,535.78,2542.11,2285.87,1809.18,1245.57,2208.34,659.9,1125.45,760.95,687.51,815.31,1354.49,1072.43,1351.83,1080.15,1180.12,1246.58,1056.19,1301.68,541.12,2259.07,923.16,2489.48,2039.14,1343.38,1791.19,865.76,1233.62,1574.33,1127.38,2413.13,567.68,796.66
1972,1083.99,1066.61,2402.29,1854.8,1552.8,504.4,2310.51,2116.46,1658.31,1150.39,2129.64,513.96,1104.01,707.16,622.23,835.93,1259.42,1029.42,1302.85,1037.94,1164.19,1143.21,1007.7,1373.17,450.41,2191.24,843.67,2378.01,1976.7,1227.8,1731.38,841.26,1199.36,1414.29,1157.05,2318.73,557.61,764.83
1973,991.81,1016.04,2193.03,1687.14,1318.27,415.23,2098.01,2129.8,1735.68,1074.27,1968.35,403.18,923.76,574.36,518.16,609.96,1220.2,1168.54,1470.39,1001.86,1318.42,1444.57,1237,1195.77,341.8,2022.72,663.14,2269.59,1735.13,1412.46,1500.92,709.24,1017.08,1671.29,916.77,2161.53,402.47,583.04
1974,1185.54,986.17,2428.52,1950.73,1555.51,553.07,2402.23,2359.82,1907.53,1211.14,2169.63,756.24,1169.13,882.09,832.25,955.66,1382.97,1121.98,1584.43,1138.96,1388.48,1353.69,1164.88,1358.64,613.06,2187.67,1007.78,2473.9,1964.73,1424.24,1752.2,943.16,1202.87,1689.33,1162.65,2344.12,709.1,919.72
1975,1200.53,1126.18,2360.02,1870.44,1561.37,626.38,2274.63,2342.75,1871.36,1267.24,2111.94,698.22,1225.72,830.34,728.62,990.82,1376.9,1179.11,1559.6,1176.61,1379.41,1382.93,1163.71,1433.3,622.57,2147.99,1003.87,2484.25,1915.4,1468.05,1694.52,972.93,1247.27,1740.47,1222.28,2289.49,684.74,846.64
1976,1188.11,1105.19,2544.9,1929.57,1624.32,566.41,2572.59,2309.34,1812.23,1166.91,2269.48,611.98,1210.35,816.9,791.28,1028.49,1296.13,1074.84,1309.93,1095.29,1123.27,1255.67,1000.81,1490.78,491.98,2341.18,936.03,2608.55,2100.83,1365.44,1781.45,934.94,1194.08,1575.81,1240.14,2508.51,860.54,1048.16
1977,1035.9,960.35,2329.89,1699.21,1410.52,597.9,2288.35,2010.89,1492.69,1050.43,1983.51,547.75,999.77,703.32,703.14,896.44,1122.94,941.89,1128.43,992.14,1002.07,1060.26,906.13,1240.88,543.75,2059.71,754.76,2276.06,1894.44,1103.83,1583.04,754.91,1036.28,1298.65,959.77,2158.05,732.74,876.28
1978,1312.02,1209.49,2625.83,2039.52,1689.08,755.45,2579.36,2321.19,1887.72,1433.41,2366.91,705.27,1405.63,914.88,887.64,1118.81,1479.73,1238.14,1617.49,1282.52,1479.71,1467.71,1279.47,1484.98,652.78,2424.32,1015.9,2574.65,2209.47,1563.67,1954.43,984.03,1377.18,1754.73,1283.06,2539.23,953.05,1110.34
1979,1227.27,1020.39,2716.2,2041.58,1487.23,597.68,2531.86,2569.3,2021.91,1158.68,2380.9,753.81,1181.02,917.71,909.22,929.15,1369.34,1275.23,1892.49,1142.56,1690.49,1590.91,1409.87,1293.67,598.71,2445.12,944.47,2759.37,2068.74,1586.4,1794.01,886.36,1117.41,1914.65,1058.5,2633.34,713.48,1031.29
1980,1249.03,1099.49,2800.35,2184.92,1684.48,592.25,2716.91,2696.24,2137.59,1220.82,2500.91,710.36,1114.56,887.94,771.54,846.93,1488.01,1261.57,1802.54,1124.54,1631.22,1687.47,1357.19,1444.87,561.91,2581.02,934.49,2906.92,2280.22,1659.12,1967.85,900.87,1217.77,2007.3,1132.34,2722.01,676.01,847.81
1981,1133.46,1048.15,2542.42,1862.22,1588.55,520.54,2477.22,2190.64,1695.67,1159.66,2172.46,595.73,1124.13,767.05,713.07,893.4,1262.79,1040.27,1421.42,1067.71,1307.26,1290.5,1094.54,1390.25,503.82,2264.59,947.17,2387.64,2054.84,1296.15,1728.91,931.4,1203.52,1509.47,1218.42,2345.58,617.27,842.11
1982,1049.72,983.17,2542.79,1833.84,1430.52,454.67,2459.81,2161.49,1665.38,1056.56,2208.44,585.07,1029.38,679.74,610.62,763.91,1178.07,1024.82,1264.5,1019.26,1105.67,1132.37,975.3,1304.97,473.29,2306.04,811.99,2493.05,1957.47,1228.02,1639.64,781.29,1053.52,1421.87,1026.68,2467.41,514.71,699.24
1983,887.75,779.94,2031.93,1438.78,1203.15,375.96,1934.71,1761.31,1395.57,903.05,1689.11,509.24,866.6,581.5,552.01,680.76,988.59,883.57,1195.22,853.58,1023.42,1034.37,843.61,1129.83,349.17,1774.99,695.92,1969.16,1524,1096.39,1301.94,653.28,904.61,1280.79,909.17,1911.31,543.83,687.09
1984,1058.63,826.86,2256.74,1830.95,1636.56,347.19,2312.42,2198.2,1808.7,1209.04,2082.87,421.68,1022.75,571.79,508.88,708.85,1343.88,1235.38,1462.81,1109.78,1348.93,1441.13,1288.97,1334.16,294.38,2158.93,743.14,2309.84,2013.96,1444.03,1702,671.61,1233.04,1629.55,1151.25,2205.94,442.49,632.05
1985,1114.34,938.78,2514.97,1979.37,1474.46,494.14,2394.49,2433.73,1974.94,1128.43,2269.3,539.01,1051.36,695.6,660.14,761.23,1349.7,1231.6,1526.76,1084.02,1378.84,1473.06,1291.95,1292.46,478.82,2310.86,785.16,2617.01,1996.96,1500.47,1716.64,749.67,1106.57,1746.8,1026.73,2454.85,542.04,761.32
1986,1068.41,954.43,2380.16,1796.33,1400.49,508.91,2236.18,2119.28,1716.71,1115.48,2044.26,570.01,1024.28,698.81,704.39,881.11,1258.6,1104.77,1259.46,1065.01,1152.71,1291.46,1084.84,1238.19,451.36,2073.47,824.54,2321.61,1838.47,1408.68,1618.6,809.2,1085.85,1528.87,1033.33,2216.51,628.16,815.1
1987,1025.66,797.15,2204.46,1883.13,1391.55,372.94,2139.1,2425.41,1919.08,1125.55,2147.12,374.6,983.36,575.9,522.3,685.24,1284.83,1093.01,1874.58,992.52,1646.83,1564.85,1280.39,1171.56,319.33,2138.94,677,2548.08,1854.32,1506.8,1670.63,619.94,1090.29,1867.27,999.36,2320.56,473.06,637.51
1988,1197.47,1107.36,2388.42,1881.26,1361.87,699.6,2209.01,2413.86,1905.68,1095.43,2160.22,778.97,1188.04,933.76,844.44,930.77,1254.7,1193.13,1926.36,1097.39,1712.67,1519.75,1340.09,1295.95,649.71,2142.18,999.94,2561.05,1826.21,1479.83,1636.9,940.59,1083.37,1819.31,1095.78,2334.23,732.09,984.82
1989,1146.35,1046.93,2283.16,1885.92,1580.12,600.21,2304.19,2225.4,1814.58,1187.65,2122,559.11,1071.46,729.48,788.14,878.62,1348.96,1156.88,1678.87,1080.75,1496.5,1324.09,1216.66,1346.13,540.3,2139.6,858.04,2330.82,1945.04,1405.48,1734.6,895.42,1212.44,1651.59,1107.43,2227.14,702.76,914.2
1990,1101.95,989.19,2624,2010.77,1569.31,452.64,2491.36,2486.13,1958.21,1143.38,2341.13,509.46,982.31,650.14,611.35,763.26,1368.37,1096.53,1521.48,1003.15,1374.66,1396.9,1151.23,1340.31,416.32,2403.81,758.47,2702.16,2074.28,1471.52,1816.18,751.02,1160.41,1745.97,1049.61,2571.68,562.73,723.54
1991,1260.68,1003.31,2384.88,2186.37,1594.11,625.38,2388.87,2688.27,2256.54,1323.17,2409.36,647.26,1232.51,845.54,797.21,1073,1592.25,1377.37,1793.93,1285.77,1578.19,1657.14,1345.63,1296.91,536.03,2377.47,900.25,2754.54,2081.09,1773.62,1912.79,820.41,1280.88,2063.24,1126.58,2530.14,817.09,978.29
1992,1116.25,1061.91,2255.85,1725.67,1386.54,573.07,2201.72,2155.79,1724.8,1030.34,2012.89,676.04,1185.92,858.67,820.03,887.22,1168.83,1086.82,1374.71,1083.87,1221.2,1262.39,1062.16,1379.76,508,2062.3,940.14,2295.97,1763.08,1275.12,1512.2,893.07,1046.82,1583.7,1098.29,2205.01,665.94,940.08
1993,1090.49,1016.65,2449.92,1759.82,1533.18,531.07,2448.82,2117.07,1656.17,1128.86,2043.54,584.45,1072.64,709.09,563.46,785.03,1244.88,1072.95,1461.87,1043.81,1292.94,1329.26,1114.46,1405.4,480.31,2140.2,861.69,2300.97,1957.96,1325.14,1632.25,821.55,1143.89,1510.47,1137.68,2226.95,552.43,696.64
1994,1233.98,1115.05,2405.13,1929.76,1454.28,711.36,2211.93,2381.69,1901.61,1206.52,2200.32,775.46,1202.83,819.3,784.62,1125.65,1376.79,1326.13,1477.98,1302.48,1334.99,1455.1,1211.32,1326.78,716.43,2200.36,954.41,2611.66,1905.66,1526.2,1721.56,919.56,1170.79,1754.1,1116.52,2410.49,891.01,1024.95
1995,1195.71,1094.84,2648.37,2200.76,1526.46,607.51,2469.05,2755.58,2223.07,1207.72,2489.16,578.03,1021.26,685.97,643.88,796.8,1520.36,1339.29,1697.96,1159.89,1549.54,1655.86,1375.41,1320.66,547.49,2469.74,810.73,2957.76,2137.63,1728.72,1937.65,837.08,1146.16,2024.39,1027.83,2703.38,537.29,730.42
1996,1249.78,1170.28,2681.44,2125.94,1689.03,616.81,2516.93,2582.73,2027.55,1263.04,2435.31,638.77,1248.55,826.36,732.15,905.31,1447.48,1182.63,1631.06,1161.07,1447.9,1513.84,1197.69,1546.38,588.32,2459.02,1023.07,2837.01,2169.04,1542.1,1923.61,996.66,1289.12,1841.79,1276.96,2658.36,645.43,850.96
1997,1237.41,1081.43,2876.97,2158.73,1652.99,543.18,2649.77,2605.91,2055.18,1263.16,2479.23,708.63,1256.09,931.92,846.13,844.45,1464.34,1198.98,1901.48,1135.15,1642.08,1588.26,1283.97,1392.18,531.69,2555.01,977.36,2820.49,2212.84,1601.87,1964.87,881.69,1223.91,1901.61,1127.01,2706.3,601.84,929.9
1998,1167,1003.49,2333.55,1807.93,1490.65,616.18,2266.93,2151.64,1742.94,1178.32,2056.5,735.58,1178.89,903.38,840.89,969.46,1314.64,1229.31,1390.06,1169.31,1248.97,1354.44,1162.05,1361.24,561.26,2100.72,975.44,2327.97,1913.79,1443.05,1655.49,895.56,1160.52,1601.08,1149.77,2205.85,745.59,919.93
1999,1263.22,1143.12,2540.32,1989.23,1606.63,823.12,2427.04,2419.57,1912.32,1223.97,2265.93,722.22,1158.58,846.7,863.23,998.24,1367.24,1251.38,1809.02,1194.24,1597.36,1532.56,1316.77,1403.56,778.78,2306.93,960.21,2610.49,2052.12,1484.25,1813.24,1015.11,1218.57,1793.88,1154.89,2461.11,828.34,1027.06
2000,1146.19,993.57,2446.62,1864.26,1540.36,565.63,2361.69,2207.92,1779.25,1250.1,2115.03,678.59,1208.92,814.16,755.77,838.07,1344.48,1146.89,1414.1,1157.64,1274.75,1328.6,1141.99,1305.27,523.22,2181.69,945.83,2327.3,1950.82,1386.88,1713.22,869.34,1220.71,1589.94,1176.64,2280,599.65,858.08
2001,1152.24,1024.89,2562.28,1917,1537.47,649.54,2430.67,2248.43,1765.59,1177.78,2215.3,774.51,1207.75,958.35,850.99,780.12,1315.9,987.66,1207.62,1041.25,1081,1142.7,925.87,1353.69,658.39,2283.16,1013.87,2516.99,2010.81,1296.65,1744.01,936.75,1170.04,1484.61,1141.26,2428.42,654.83,890.08
2002,1142.07,991.28,2554.39,1916.33,1536.82,481.91,2424.64,2317.61,1835.13,1177.66,2212.89,577.72,1105.89,725.51,703.09,909.65,1321.68,1148.48,1643.13,1122.19,1421.24,1382.49,1173.89,1378.99,475.58,2278.76,862.1,2530.2,2007.81,1408.67,1743.05,842.42,1169.39,1680.95,1115.8,2424.6,670.24,873.03
2003,1277.06,1075.51,2600.15,1917.91,1536.01,686.28,2438.17,2368.89,1896.04,1177.88,2223.22,913.43,1305.4,1121.56,994.37,1003.91,1336.38,1320.07,1812.75,1189.1,1607.76,1604.24,1381.94,1370.31,771.58,2298.83,1130.77,2548.55,2014.34,1557.23,1745.04,1015.3,1170.59,1840.16,1161.43,2452.79,788.41,1066.65
2004,1147.69,986.15,2643.27,1921.37,1540.08,505.67,2479.16,2397.09,1909.46,1177.69,2232.38,602.65,1092.37,760.46,695.92,795.3,1331.45,1194.9,1811.11,1081.32,1594.15,1566.33,1303.85,1324.02,484.36,2317.56,870.08,2556.32,2029.13,1527.2,1749.54,820.62,1169.57,1842.51,1119.36,2461.06,565.79,786.39
2005,1187.35,957.15,2363.01,1899.4,1511.84,680.29,2248.93,2311.86,1815.98,1177.78,2155.52,839.12,1228.63,1031.2,934.63,978.78,1313.85,1051.3,1415.51,1097.77,1250.07,1257.26,1049.95,1286.54,718.13,2175.04,1043.9,2516.68,1929.78,1337.9,1718.97,931.33,1170.02,1596.4,1135.56,2349.87,794.02,1030.72
2006,1181.81,993.06,2795.04,1938.31,1566.26,630.39,2632.47,2322.83,1839.51,1177.76,2289.36,669.6,1148.56,820.3,796.43,909.71,1324.28,1138.15,1561.8,1114.92,1375.96,1379.27,1155.7,1319.49,579.52,2415.34,917.18,2552.68,2105.91,1422.27,1774.94,860.24,1169.85,1677.43,1122.48,2536.86,729.29,962.15
2007,1186.8,1045,2384.83,1901.26,1515.91,703.71,2272.38,2385.64,1904.58,1177.67,2160.78,665.53,1095.5,775.62,714.06,855.6,1332.18,1242.5,1888.69,1119.65,1654.34,1579.37,1352.8,1342.03,665.05,2185.32,907.22,2531.44,1940.73,1526.29,1722.13,910.1,1169.45,1841.52,1117.86,2353.23,658.11,847.02
2008,1204.7,904.78,2527.53,1932.49,1517.95,674.78,2399.67,2532.62,1993.23,1191.4,2217.33,669.75,1181.23,820.8,786.88,954,1322.28,1286.81,1901.83,1183.29,1668.67,1577.87,1372.15,1199.51,613.42,2263.26,942.15,2635.16,1993.76,1543.69,1727.69,825.58,1175.02,1891.28,1129.76,2423.4,725.85,937.76
2009,1170.7,874.25,2354.83,1919.44,1559.37,540.62,2247.36,2275.58,1838.94,1396.88,2159.73,624.47,1322.94,847.98,777.96,917.24,1421.7,1178.49,1698.48,1244.57,1485.39,1435.05,1225.35,1210.46,511.25,2175.49,903.87,2497.4,1954.68,1451.65,1761.62,794.73,1320.05,1695.26,1131.54,2348.92,678.49,937.89
2010,1241.19,998.22,2615.17,1915.51,1530.15,689.06,2462.16,2441.74,1939.37,1148.69,2225.12,830.16,1229.91,976.7,910.48,983.51,1313.69,1223.46,1979.11,1131.97,1728.26,1630.28,1373.36,1325.77,707.03,2306.29,1003.98,2565.04,2019.99,1525.63,1742.76,917.65,1145.15,1922.64,1115.06,2449.4,783.56,1029.37
2011,1051.33,670.65,2498.66,1866.51,1454.03,560.09,2370.58,2268.34,1724.31,929.46,2189.09,685.83,995.16,822,738.85,774.59,1124.19,1039.43,1542.84,932.44,1368.54,1311.65,1141.66,1033.55,578.1,2245.2,858.53,2503.71,1964.03,1289.42,1669.96,686.38,983.03,1572.1,946.52,2401.54,583.21,804.08
2012,1240.19,1144.34,2372.79,1901.99,1521.65,819.07,2234.21,2332.1,1848.33,1254.04,2151.97,934.16,1253.78,1060.31,928.59,842.64,1364.73,1173,1608.27,1111.97,1438.93,1425.32,1236.86,1387.53,857.67,2172.29,1105.48,2520.69,1926.29,1457.8,1725.6,1084.55,1222.52,1691.85,1172.71,2345.04,650.03,907.12
2013,1069.19,808.73,2348.06,1839.96,1436.01,544.02,2222.76,2287.15,1713.61,925.23,2147.42,715.72,1020.83,849.4,777.7,841.08,1089.05,998.78,1510.8,942.47,1336.45,1274.92,1086.88,1216.97,583.1,2162.52,875.45,2514.91,1898.84,1222.5,1634.99,751.55,986.5,1543.14,1005.67,2346.92,636.27,848.26
2014,1142.38,919.99,2430.17,1901.31,1524.7,586.12,2310.18,2344.59,1852.88,1207.27,2176.76,631.64,1127.39,777.2,737.97,821.92,1334.47,1159.4,1731.02,1082.88,1513.33,1463.38,1228.44,1262.18,566.04,2213.43,875.66,2528.7,1961.8,1468.33,1727.05,815.93,1188.17,1738.56,1087.88,2378.29,636.44,850.23
2015,1060.44,858.07,2368.37,1874.23,1473.52,571.65,2255.68,2296.97,1763.55,1033.8,2156.45,573.56,982.08,700.94,673.66,827.75,1193.47,1011.84,1375.99,977.94,1233.2,1278.99,1036.64,1173.81,516.3,2178.29,810.75,2514.9,1931.28,1297.76,1685.11,739.51,1064.81,1567.22,1004.3,2346.32,639.74,799.94
2016,1244.88,1224.72,2357.86,1962.37,1604.32,762.69,2247.38,2316.07,1927.84,1487.19,2154.5,721.11,1290.3,863.34,795.62,915.6,1580.23,1156.84,1379.05,1239.29,1248.98,1359.37,1099.22,1478.98,697.29,2171.67,993.24,2512.36,1961.89,1509.52,1812.55,1023.49,1393.02,1672.02,1242.71,2339.4,697.05,930.97
2017,1158.26,971.33,2389.52,1881.86,1492.09,679.1,2247.01,2336.63,1799.81,1146.12,2151.99,754.24,1163.17,890.88,803.92,937.59,1252.88,1099.1,1587.71,1121.21,1366.22,1305.41,1106.72,1250.91,670.52,2174.07,944.69,2522.02,1922.49,1316.39,1697.18,878.31,1149,1623.11,1088.24,2346.85,693.6,894.17
2018,1232.61,978.84,2352.39,1882.55,1492.25,731.11,2227.4,2414.08,1900.61,1142.94,2139.46,892.72,1268.45,1076.63,1000.09,944.07,1298.49,1233.81,1740.61,1142.32,1563.9,1577.85,1343.69,1279.44,758.59,2150.75,1051.16,2535.83,1900.43,1508.87,1694.71,941.11,1146.25,1832.49,1120.81,2330.88,756.33,1051.49
2019,1296.43,1062.01,2555.93,1956.17,1597.3,684.82,2401.87,2418.96,1982.64,1451.76,2205.92,762.37,1363.03,932.9,872.47,1012.27,1537.93,1341.93,2093.09,1349.38,1830.16,1681.53,1491.49,1355.25,681.15,2268.69,1014.53,2554.29,2009.1,1611.37,1801.8,979.6,1361.33,1930.98,1192.52,2430.73,740.95,1038.78
2020,1254.62,1036.52,2570.55,1916.85,1537.42,714.92,2433.31,2303.44,1808.15,1177.79,2214.62,864.72,1276.33,1065.14,1045.3,1211.56,1316.22,1166.22,1355.81,1216.74,1234.37,1252.31,1115.06,1353.63,746.1,2283.61,1059.81,2531.06,2011.22,1335.75,1744.11,972.39,1170.1,1571.68,1142.55,2430.1,986.5,1226.47
2021,1114.72,989.37,2333.23,1899.86,1510.64,433.12,2229.2,2324.86,1844.53,1177.67,2150.81,578.45,1080.73,710.76,677.18,816.04,1326.17,1121.9,1674.93,1086.32,1470.3,1441.6,1184.2,1343.21,474.07,2163.79,848.64,2516.57,1926.26,1442.53,1719.8,820.77,1169.41,1716.27,1114.83,2337.19,628.64,819.73
